id,category,question,option_a,option_b,option_c,option_d,answer_index,points,difficulty
Q02318,Informatique générale,Défi numérique : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,moyen
Q02319,Informatique générale,Défi numérique : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,moyen
Q02320,Informatique générale,Défi numérique : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,moyen
Q02321,Informatique générale,Défi numérique : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,moyen
Q02322,Informatique générale,Défi numérique : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,moyen
Q02323,Informatique générale,Défi numérique : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,moyen
Q02324,Informatique générale,Défi numérique : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,moyen
Q02325,Informatique générale,Défi numérique : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,moyen
Q02326,Informatique générale,À votre avis : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,difficile
Q02327,Informatique générale,À votre avis : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,difficile
Q02328,Informatique générale,À votre avis : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,difficile
Q02329,Informatique générale,À votre avis : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,difficile
Q02330,Informatique générale,À votre avis : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,difficile
Q02331,Informatique générale,À votre avis : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,difficile
Q02332,Informatique générale,À votre avis : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,difficile
Q02333,Informatique générale,À votre avis : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,difficile
Q02334,Informatique générale,À votre avis : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,difficile
Q02335,Informatique générale,À votre avis : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,difficile
Q02336,Informatique générale,À votre avis : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,difficile
Q02337,Informatique générale,À votre avis : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,difficile
Q02338,Informatique générale,À votre avis : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,difficile
Q02339,Informatique générale,À votre avis : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,difficile
Q02340,Informatique générale,À votre avis : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,difficile
Q02341,Informatique générale,À votre avis : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,difficile
Q02342,Informatique générale,À votre avis : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,difficile
Q02343,Informatique générale,À votre avis : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,difficile
Q02344,Informatique générale,À votre avis : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,difficile
Q02345,Informatique générale,À votre avis : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,difficile
Q02346,Informatique générale,À votre avis : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,difficile
Q02347,Informatique générale,À votre avis : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,difficile
Q02348,Informatique générale,À votre avis : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,difficile
Q02349,Informatique générale,À votre avis : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,difficile
Q02350,Informatique générale,À votre avis : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,difficile
Q02351,Informatique générale,Niveau quiz : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,difficile
Q02352,Informatique générale,Niveau quiz : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,difficile
Q02353,Informatique générale,Niveau quiz : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,difficile
Q02354,Informatique générale,Niveau quiz : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,difficile
Q02355,Informatique générale,Niveau quiz : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,difficile
Q02356,Informatique générale,Niveau quiz : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,difficile
Q02357,Informatique générale,Niveau quiz : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,difficile
Q02358,Informatique générale,Niveau quiz : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,difficile
Q02359,Informatique générale,Niveau quiz : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,difficile
Q02360,Informatique générale,Niveau quiz : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,difficile
Q02361,Informatique générale,Niveau quiz : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,difficile
Q02362,Informatique générale,Niveau quiz : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,difficile
Q02363,Informatique générale,Niveau quiz : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,difficile
Q02364,Informatique générale,Niveau quiz : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,difficile
Q02365,Informatique générale,Niveau quiz : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,difficile
Q02366,Informatique générale,Niveau quiz : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,difficile
Q02367,Informatique générale,Niveau quiz : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,difficile
Q02368,Informatique générale,Niveau quiz : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,difficile
Q02369,Informatique générale,Niveau quiz : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,difficile
Q02370,Informatique générale,Niveau quiz : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,difficile
Q02371,Informatique générale,Niveau quiz : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,difficile
Q02372,Informatique générale,Niveau quiz : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,difficile
Q02373,Informatique générale,Niveau quiz : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,difficile
Q02374,Informatique générale,Niveau quiz : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,difficile
Q02375,Informatique générale,Niveau quiz : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,difficile
Q02376,Informatique générale,Question suivante : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,difficile
Q02377,Informatique générale,Question suivante : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,difficile
Q02378,Informatique générale,Question suivante : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,difficile
Q02379,Informatique générale,Question suivante : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,difficile
Q02380,Informatique générale,Question suivante : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,difficile
Q02381,Informatique générale,Question suivante : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,difficile
Q02382,Informatique générale,Question suivante : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,difficile
Q02383,Informatique générale,Question suivante : Quelle adresse identifie une interface sur un réseau IP ?,Adresse IP,Adresse HTML,Adresse CSS,Adresse CPU,0,10,difficile
Q02384,Informatique générale,Question suivante : Que signifie USB ?,Universal Serial Bus,Unified System Backup,User Service Bridge,Universal Storage Block,0,10,difficile
Q02385,Informatique générale,Question suivante : Quel périphérique sert principalement à saisir du texte ?,Clavier,Écran,Projecteur,Haut-parleur,0,10,difficile
Q02386,Informatique générale,Question suivante : Quel langage est principalement utilisé pour structurer une page web ?,HTML,SQL,Python uniquement,Bash,0,10,difficile
Q02387,Informatique générale,Question suivante : Quel langage décrit la présentation d'une page web ?,CSS,HTML,SQL,C,0,10,difficile
Q02388,Informatique générale,Question suivante : Quel langage ajoute de l'interactivité côté navigateur ?,JavaScript,CSS,SQL,XML,0,10,difficile
Q02389,Informatique générale,Question suivante : Quel système de contrôle de versions est très répandu ?,Git,FTP,DNS,BIOS,0,10,difficile
Q02390,Informatique générale,Question suivante : Quel outil héberge de nombreux dépôts Git ?,GitHub,Photoshop,Excel,VLC,0,10,difficile
Q02391,Informatique générale,Question suivante : Quel type de fichier est généralement une image compressée ?,JPEG,TXT,EXE,CSV,0,10,difficile
Q02392,Informatique générale,Question suivante : Quel format est souvent utilisé pour échanger des données structurées ?,JSON,MP3,PNG,EXE,0,10,difficile
Q02393,Informatique générale,Question suivante : Que signifie URL ?,Uniform Resource Locator,Universal Runtime Language,User Routing Link,Unified Resource Logic,0,10,difficile
Q02394,Informatique générale,Question suivante : Quel composant exécute les instructions d'un programme ?,CPU,SSD,Écran,Clavier,0,10,difficile
Q02395,Informatique générale,Question suivante : Quel dispositif connecte plusieurs machines dans un réseau local ?,Switch,Microphone,Scanner,Projecteur,0,10,difficile
Q02396,Informatique générale,Question suivante : Quel dispositif route des paquets entre réseaux ?,Routeur,Clavier,Imprimante,Webcam,0,10,difficile
Q02397,Informatique générale,Question suivante : Quel type de logiciel protège contre certains programmes malveillants ?,Antivirus,Compilateur,Éditeur d'image,Navigateur,0,10,difficile
Q02398,Informatique générale,Question suivante : Quel système de fichiers est courant sous Linux ?,ext4,NTFS uniquement,FAT12 uniquement,HFS uniquement,0,10,difficile
Q02399,Informatique générale,Question suivante : Quel est le rôle d'un compilateur ?,Transformer du code source en code exécutable ou intermédiaire,Créer un compte utilisateur,Connecter un câble,Stocker une photo,0,10,difficile
Q02400,Informatique générale,Question suivante : Quel est le rôle d'un navigateur ?,Afficher et interpréter des contenus web,Compiler le noyau Linux,Gérer la RAM physiquement,Créer des cartes SIM,0,10,difficile
Q02401,Informatique générale,Challenge visiteurs : Que signifie CPU ?,Central Processing Unit,Computer Personal Utility,Control Program Unit,Central Peripheral User,0,10,difficile
Q02402,Informatique générale,Challenge visiteurs : Que signifie RAM ?,Random Access Memory,Rapid Application Module,Remote Access Machine,Read And Modify,0,10,difficile
Q02403,Informatique générale,Challenge visiteurs : Quel composant stocke les données même après extinction ?,SSD,RAM,Cache CPU,Registre,0,10,difficile
Q02404,Informatique générale,Challenge visiteurs : Quel système d'exploitation est open source ?,Linux,Windows uniquement,iOS uniquement,DOS propriétaire,0,10,difficile
Q02405,Informatique générale,Challenge visiteurs : Quel protocole sert à consulter des pages web ?,HTTP/HTTPS,FTP uniquement,SMTP,SSH uniquement,0,10,difficile
Q02406,Informatique générale,Challenge visiteurs : Quel protocole est utilisé pour envoyer des e-mails ?,SMTP,HTTP,DNS,DHCP,0,10,difficile
Q02407,Informatique générale,Challenge visiteurs : Quel service traduit un nom de domaine en adresse IP ?,DNS,FTP,SMTP,SSH,0,10,difficile
